150,150,150,150,150,0,1
150,150,150,150,150,-1,1
150,150,150,150,150,0,1
150,150,150,150,150,-1,1
150,150,150,150,150,0,1
150,141.7497719,150,150,150,0,1
150,150,150,150,150,-3,1
150,150,150,131.5274803,150,-3,1
150,135.4966618,113.9187292,135.4631686,150,-4,1
150,150,150,150,150,4,1
150,145.1697692,122.0453876,145.1697692,150,-5,1
150,141.6109459,150,150,133.4141182,0,1
133.4146391,150,150,141.9210313,150,-4,1
150,150,150,150,150,1,1
150,150,150,150,150,5,1
150,150,150,96.7473714,58.26720239,1,1
150,145.2845772,122.1436104,145.2891941,150,-4,1
150,150,150,104.9444998,63.15413822,1,1
150,145.2086693,122.0780122,145.2086693,150,-2,1
150,150,110.3350509,131.2069023,150,-4,1
150,150,150,150,150,-1,1
150,150,150,150,150,0,1
150,150,150,150,150,0,1
150,150,150,150,150,0,1
150,150,150,150,150,1,1
150,150,150,150,150,0,1
150,150,150,150,150,0,1
150,150,150,150,150,-2,1
150,150,150,150,150,0,1
150,150,150,150,150,-3,1
150,150,150,150,150,0,1
150,150,150,150,150,-5,1
142.3180113,150,150,150,150,0,1
150,150,150,150,150,3,1
150,150,150,150,150,0,1
150,150,150,150,150,-1,1
150,150,150,150,150,0,1
150,150,150,150,150,-1,1
150,150,150,150,150,3,1
150,150,150,150,150,1,1
150,150,150,150,150,0,1
150,150,150,150,150,1,1
150,150,150,150,150,0,1
150,150,150,150,150,-2,1
150,150,150,150,150,0,1
150,150,150,150,150,0,1
150,150,150,150,150,0,1
150,150,150,150,150,2,1
150,150,150,150,150,0,1
150,147.4421043,150,150,150,-2,1
150,150,113.9066074,135.4839083,150,0,1
150,141.6075933,119.0741189,141.6463382,150,2,1
150,150,110.3886222,131.2857284,150,0,1
150,141.7271504,119.1566388,141.7235617,150,-1,1
150,150,112.6654028,133.9445648,150,0,1
150,141.9331701,119.3359847,141.9452302,150,0,1
150,150,119.3346446,141.9377486,150,0,1
150,141.9381616,119.3358272,141.9398626,150,1,1
150,150,112.4883604,133.7744077,150,3,1
150,131.1314651,110.2717834,150,150,-2,1
150,150,113.7751756,135.3087464,150,0,1
150,141.7685283,119.1931309,141.7692066,150,0,1
150,150,119.113281,141.6736666,150,-4,1
150,150,150,150,150,2,1
150,150,150,150,150,-1,1
150,150,150,150,150,-1,1
150,150,150,150,150,-2,1
150,150,150,150,150,3,1
150,150,150,150,150,0,1
150,150,150,150,150,1,1
150,150,150,150,150,-4,1
150,150,150,150,150,-1,1
150,150,150,150,150,0,1
150,150,150,150,150,0,1
150,150,150,150,150,4,1
150,150,150,150,150,1,1
150,150,150,150,150,0,1
150,150,150,150,150,2,1
150,150,150,150,150,0,1
